code,name,description,refreshed_at,from_date,to_date
106829,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01MN7,2018-10-03 11:01:31,2016-08-30,2017-09-05
106830,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund Annual Interval Plan IV -  Dividend,ISIN Div Payout/ ISIN Growth: INF109K01KK7,2018-10-03 11:01:30,2014-11-17,2014-11-17
106831,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,ISIN Div Payout/ ISIN Growth: INF109K01KJ9,2018-10-03 11:01:30,2016-08-30,2017-12-05
106832,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01KI1,2018-10-03 11:01:30,2016-08-30,2017-12-05
106833,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01KH3,2018-10-03 11:01:30,2016-08-30,2017-12-05
106838,HDFC Mutual Fund - HDFC Floating Rate Debt Fund - Wholesale Daily Div Option,ISIN Div Reinvestment: INF179K01699,2018-10-03 11:00:58,2016-08-30,2018-10-01
106839,HDFC Mutual Fund - HDFC Floating Rate Debt Fund - Wholesale Monthly Div Option,ISIN Div Payout/ ISIN Growth: INF179K01715<br><br>ISIN Div Reinvestment: INF179K01723,2018-10-03 11:00:58,2016-08-30,2018-10-01
106840,HDFC Mutual Fund - HDFC Floating Rate Debt Fund - Wholesale Weekly Div Option,ISIN Div Payout/ ISIN Growth: INF179K01731<br><br>ISIN Div Reinvestment: INF179K01749,2018-10-03 11:00:58,2016-08-30,2018-10-01
106841,HDFC Mutual Fund - HDFC Floating Rate Debt Fund - Wholesale Growth Option,ISIN Div Payout/ ISIN Growth: INF179K01707,2018-10-03 11:00:58,2016-08-30,2018-10-01
106842,Kotak Mahindra Mutual Fund - Kotak Money Market Scheme - (Daily Dividend),ISIN Div Payout/ ISIN Growth: INF174K01ND0,2018-10-03 11:01:33,2016-08-30,2018-10-01
106852,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01LM1,2016-11-25 20:01:43,2016-08-30,2016-11-21
106853,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01LL3,2016-11-25 20:01:43,2016-08-30,2016-11-21
106864,SBI Mutual Fund - SBI Capital Protection Oriented Fund - Series I Growth,ISIN Div Payout/ ISIN Growth: INF200K01II2,2017-12-27 20:02:09,2012-12-20,2012-12-20
106871,LIC Mutual Fund - LIC MF Large Cap Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01105,2018-10-03 11:01:18,2016-08-30,2018-10-01
106872,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life International Equity Fund - Plan A - Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01512<br><br>ISIN Div Reinvestment: INF209K01CV9,2018-10-03 11:01:20,2016-08-30,2018-10-01
106873,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01520,2018-10-03 11:01:21,2016-08-30,2018-10-01
106875,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life International Equity Fund - Plan B - Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01538<br><br>ISIN Div Reinvestment: INF209K01CW7,2018-10-03 11:01:21,2016-08-30,2018-10-01
106876,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01546,2018-10-03 11:01:21,2016-08-30,2018-10-01
106885,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01MW8,2018-10-03 11:01:31,2016-08-30,2017-09-14
106886,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01MV0,2018-10-03 11:01:31,2016-08-30,2017-09-14
106891,PRINCIPAL Mutual Fund - Principal Bank CD Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF173K01BE5,2017-10-04 20:01:30,2016-08-30,2017-05-19
106892,PRINCIPAL Mutual Fund - Principal Bank CD Fund -Div Option-monthly,ISIN Div Payout/ ISIN Growth: INF173K01BF2<br><br>ISIN Div Reinvestment: INF173K01BG0,2017-10-04 20:01:30,2016-08-30,2017-05-19
106929,Kotak Mahindra Mutual Fund - Kotak PSU Bank ETF,ISIN Div Payout/ ISIN Growth: INF373I01023,2018-10-03 11:01:33,2016-08-30,2018-10-01
106976,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01NH7,2018-10-03 11:01:31,2016-08-30,2017-09-25
106977,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01NI5,2018-10-03 11:01:31,2016-08-30,2017-09-25
106978,Franklin Templeton Mutual Fund - Franklin Asian Equity Fund - Dividend Plan,ISIN Div Payout/ ISIN Growth: INF090I01999<br><br>ISIN Div Reinvestment: INF090I01AA5,2018-10-03 11:01:21,2016-08-30,2018-10-01
106979,Franklin Templeton Mutual Fund - Franklin Asian Equity Fund - Growth Plan,ISIN Div Payout/ ISIN Growth: INF090I01AB3,2018-10-03 11:01:21,2016-08-30,2018-10-01
106980,UTI Mutual Fund - UTI - Short Term Income Fund -Quarterly Div Option,ISIN Div Payout/ ISIN Growth: INF789FC1GD5<br><br>ISIN Div Reinvestment: INF789FA1R58,2018-10-03 11:01:12,2016-08-30,2018-10-01
106999,Sundaram Mutual Fund - SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN C REG GROWTH,ISIN Div Payout/ ISIN Growth: INF903J01CA3,2017-12-27 20:02:14,2015-08-06,2015-08-06
107000,Sundaram Mutual Fund - SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN C REG DIVIDEND,ISIN Div Payout/ ISIN Growth: INF903J01CB1,2017-12-27 20:02:14,2015-08-06,2015-08-06
107015,Reliance Mutual Fund - R * Shares Gold ETF -Dividend Payout Option,ISIN Div Payout/ ISIN Growth: INF733I01010,2016-11-04 20:02:54,2016-08-30,2016-11-04
107070,UTI Mutual Fund - UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F01FW1<br><br>ISIN Div Reinvestment: INF789F01FX9,2017-12-27 20:02:18,2016-08-30,2017-12-14
107071,UTI Mutual Fund - UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Growth Option,ISIN Div Payout/ ISIN Growth: INF789F01FY7,2017-12-27 20:02:18,2016-08-30,2017-12-14
107088,UTI Mutual Fund - UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Growth Option,ISIN Div Payout/ ISIN Growth: INF789F01FA7,2017-12-27 20:02:17,2016-08-30,2017-12-14
107089,UTI Mutual Fund - UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F01EY0<br><br>ISIN Div Reinvestment: INF789F01EZ7,2017-12-27 20:02:17,2016-08-30,2017-12-14
107138,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01NQ8,2018-10-03 11:01:31,2016-08-30,2017-10-09
107139,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01NP0,2018-10-03 11:01:31,2016-08-30,2017-10-09
107193,UTI Mutual Fund - UTI Fixed Income Interval Fund - Monthly Interval Plan II-Growth Option,ISIN Div Payout/ ISIN Growth: INF789F01EO1,2017-12-27 20:02:17,2016-08-30,2017-12-14
107195,UTI Mutual Fund - UTI Fixed Income Interval Fund - Monthly Interval Plan II-Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F01EM5<br><br>ISIN Div Reinvestment: INF789F01EN3,2017-12-27 20:02:17,2016-08-30,2017-12-14
107226,UTI Mutual Fund - UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F01HG0<br><br>ISIN Div Reinvestment: INF789F01HH8,2017-12-27 20:02:17,2016-08-30,2017-12-14
107228,UTI Mutual Fund - UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Growth Option,ISIN Div Payout/ ISIN Growth: INF789F01HI6,2017-12-27 20:02:17,2016-08-30,2017-12-14
107247,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Retail - Growth,ISIN Div Payout/ ISIN Growth: INF090I01CK0,2018-10-03 11:01:13,2016-08-30,2018-10-01
107248,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Institutional - Growth,ISIN Div Payout/ ISIN Growth: INF090I01CG8,2018-10-03 11:01:13,2016-08-30,2018-10-01
107249,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Super Institutional - Growth,ISIN Div Payout/ ISIN Growth: INF090I01CN4,2018-10-03 11:01:13,2016-08-30,2018-10-01
107250,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Super Institutional - Daily Dividend,ISIN Div Reinvestment: INF090I01CL8,2018-10-03 11:01:13,2016-08-30,2018-10-01
107251,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Institutional - Daily Dividend,ISIN Div Reinvestment: INF090I01CD5,2018-10-03 11:01:13,2016-08-30,2018-10-01
107252,Franklin Templeton Mutual Fund - Franklin India Ultra Short Bond Fund - Retail - Daily Dividend,ISIN Div Reinvestment: INF090I01CH6,2018-10-03 11:01:13,2016-08-30,2018-10-01
107287,JM Financial Mutual Fund - JM Tax Gain Fund - Dividend option,ISIN Div Payout/ ISIN Growth: INF192K01643,2018-10-03 11:01:16,2016-08-30,2018-10-01
107288,JM Financial Mutual Fund - JM Tax Gain Fund - Growth option,ISIN Div Payout/ ISIN Growth: INF192K01650,2018-10-03 11:01:16,2016-08-30,2018-10-01
107301,JPMorgan Mutual Fund - JPMorgan India Mid and Small Cap Fund - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF843K01013,2016-11-24 20:01:23,2016-08-30,2016-11-24
107302,JPMorgan Mutual Fund - JPMorgan India Mid and Small Cap Fund - Regular Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF843K01021<br><br>ISIN Div Reinvestment: INF843K01039,2016-11-24 20:01:23,2016-08-30,2016-11-24
107307,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Quarterly Interval Fund - Series 4 GROWTH,ISIN Div Payout/ ISIN Growth: INF209K01HK1,2017-12-27 20:01:39,2016-08-30,2017-12-14
107308,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Quarterly Interval Fund - Series 4 DIVIDEND,ISIN Div Payout/ ISIN Growth: INF209K01HL9<br><br>ISIN Div Reinvestment: INF209K01HM7,2017-12-27 20:01:39,2016-08-30,2017-12-14
107309,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01NU0,2018-10-03 11:01:31,2016-08-30,2017-08-16
107310,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01NT2,2018-10-03 11:01:31,2016-08-30,2017-08-16
107328,PRINCIPAL Mutual Fund - Principal Ultra Short Term Fund-Growth Option,ISIN Div Payout/ ISIN Growth: INF173K01CU9,2018-10-03 11:01:14,2016-08-30,2018-10-01
107329,PRINCIPAL Mutual Fund - Principal Ultra Short Term Fund-Daily Dividend Option,ISIN Div Reinvestment: INF173K01CV7,2018-10-03 11:01:14,2016-08-30,2018-10-01
107330,PRINCIPAL Mutual Fund - Principal Ultra Short Term Fund-Monthly Dividend Option,ISIN Div Payout/ ISIN Growth: INF173K01CB9<br><br>ISIN Div Reinvestment: INF173K01CC7,2018-10-03 11:01:14,2016-08-30,2018-10-01
107332,PRINCIPAL Mutual Fund - Principal Ultra Short Term Fund-Weekly Dividend Option,ISIN Div Reinvestment: INF173K01CW5,2018-10-03 11:01:14,2016-08-30,2018-10-01
107352,Invesco Mutual Fund - Invesco India Multicap Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF205K01DO0<br><br>ISIN Div Reinvestment: INF205K01DP7,2018-10-03 11:01:20,2016-08-30,2018-10-01
107353,Invesco Mutual Fund - Invesco India Multicap Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF205K01DN2,2018-10-03 11:01:20,2016-08-30,2018-10-01
107354,DSP BlackRock Mutual Fund - DSP BlackRock Technology.com   Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01193<br><br>ISIN Div Reinvestment: INF740K01201,2017-10-09 20:01:15,2016-08-30,2017-07-28
107409,JM Financial Mutual Fund - JM Core 11 Fund - Dividend option,ISIN Div Payout/ ISIN Growth: INF192K01551<br><br>ISIN Div Reinvestment: INF192K01569,2018-10-03 11:01:17,2016-08-30,2018-10-01
107410,JM Financial Mutual Fund - JM Core 11 Fund - Growth option,ISIN Div Payout/ ISIN Growth: INF192K01577,2018-10-03 11:01:17,2016-08-30,2018-10-01
107471,Invesco Mutual Fund - Invesco India Gilt Fund - Monthly Dividend,ISIN Div Reinvestment: INF205K01SS9,2018-10-03 11:00:59,2016-08-30,2018-10-01
107472,Invesco Mutual Fund - Invesco India Gilt Fund - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF205K01ST7<br><br>ISIN Div Reinvestment: INF205K01SU5,2018-10-03 11:00:59,2016-08-30,2018-10-01
107476,Invesco Mutual Fund - Invesco India Gilt Fund - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF205K01SJ8<br><br>ISIN Div Reinvestment: INF205K01SK6,2018-10-03 11:00:59,2016-08-30,2018-10-01
107477,Invesco Mutual Fund - Invesco India Gilt Fund - Growth,ISIN Div Payout/ ISIN Growth: INF205K01SR1,2018-10-03 11:00:59,2016-08-30,2018-10-01
107504,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Special Situations Fund - Growth,ISIN Div Payout/ ISIN Growth: INF209K01561,2018-09-10 20:01:18,2016-08-30,2018-05-18
107505,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Special Situations Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF209K01553<br><br>ISIN Div Reinvestment: INF209K01CX5,2018-09-10 20:01:18,2016-08-30,2018-05-18
107524,HDFC Mutual Fund - HDFC Infrastructure Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF179K01GF8,2018-10-03 11:01:21,2016-08-30,2018-10-01
107525,HDFC Mutual Fund - HDFC Infrastructure Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF179K01GE1<br><br>ISIN Div Reinvestment: INF179K01GG6,2018-10-03 11:01:21,2016-08-30,2018-10-01
107578,Mirae Asset Mutual Fund - Mirae Asset India Equity Fund - Growth Plan,ISIN Div Payout/ ISIN Growth: INF769K01010,2018-10-03 11:01:20,2016-08-30,2018-10-01
107579,Mirae Asset Mutual Fund - Mirae Asset India Equity Fund - Dividend Plan,ISIN Div Payout/ ISIN Growth: INF769K01036<br><br>ISIN Div Reinvestment: INF769K01028,2018-10-03 11:01:20,2016-08-30,2018-10-01
107693,Quantum Mutual Fund - Quantum Gold Fund,ISIN Div Payout/ ISIN Growth: INF082J01010,2018-10-03 11:01:35,2016-08-30,2018-10-01
107695,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Plan- Growth,ISIN Div Payout/ ISIN Growth: INF769K01846,2018-10-03 11:01:06,2016-08-30,2018-10-01
107696,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Plan- Weekly Dividend,ISIN Div Reinvestment: INF769K01903,2018-10-03 11:01:06,2016-08-30,2018-10-01
107697,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Plan- Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF769K01879<br><br>ISIN Div Reinvestment: INF769K01911,2018-10-03 11:01:06,2016-08-30,2017-11-16
107698,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Plan- Daily Dividend,ISIN Div Reinvestment: INF769K01895,2018-10-03 11:01:06,2016-08-30,2018-10-01
107699,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Plan- Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF769K01887<br><br>ISIN Div Reinvestment: INF769K01929,2018-10-03 11:01:06,2012-06-26,2012-06-26
107700,Mirae Asset Mutual Fund - Mirae Asset SavingsFund-Regular Savings Plan- Daily Dividend,ISIN Div Reinvestment: INF769K01986,2018-10-03 11:01:06,2016-08-30,2018-10-01
107701,Mirae Asset Mutual Fund - Mirae Asset Savings Bond Fund-Regular Savings Plan- Weekly Dividend,ISIN Div Reinvestment: INF769K01994,2018-10-03 11:01:06,2016-08-30,2018-10-01
107702,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Savings Plan- Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF769K01978<br><br>ISIN Div Reinvestment: INF769K01AB8,2018-10-03 11:01:06,2016-08-30,2018-10-01
107704,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Savings Plan- Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF769K01960<br><br>ISIN Div Reinvestment: INF769K01AA0,2018-10-03 11:01:06,2016-08-30,2018-10-01
107705,Mirae Asset Mutual Fund - Mirae Asset Savings Fund-Regular Savings Plan- Growth,ISIN Div Payout/ ISIN Growth: INF769K01937,2018-10-03 11:01:06,2016-08-30,2018-10-01
107714,Invesco Mutual Fund - Invesco India AGILE Tax Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF205K01FT4,2017-12-27 20:01:33,2016-08-30,2017-12-14
107745,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Tax Relief '96 - Growth Option,ISIN Div Payout/ ISIN Growth: INF209K01108,2018-10-03 11:01:15,2016-08-30,2018-10-01
107763,LIC Mutual Fund - LIC MF Infrastructure Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01501,2018-10-03 11:01:21,2016-08-30,2018-10-01
107764,LIC Mutual Fund - LIC MF Infrastructure Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01485<br><br>ISIN Div Reinvestment: INF767K01493,2018-10-03 11:01:21,2016-08-30,2018-10-01
107773,Invesco Mutual Fund - Invesco India AGILE Tax Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF205K01FS6,2017-12-27 20:01:33,2016-08-30,2017-12-14
107900,Reliance Mutual Fund - Reliance Equity Linked Saving Fund - Series I - Dividend Plan,ISIN Div Payout/ ISIN Growth: INF204K01ON2,2017-12-27 20:01:33,2016-08-30,2017-12-14
107901,Reliance Mutual Fund - Reliance Equity Linked Saving Fund - Series I - Growth Plan,ISIN Div Payout/ ISIN Growth: INF204K01OM4,2017-12-27 20:01:33,2016-08-30,2017-12-14
107988,HSBC Mutual Fund - HSBC Global Emerging Markets Fund - Growth,ISIN Div Payout/ ISIN Growth: INF336L01446,2018-10-03 11:01:35,2016-08-26,2018-09-28
107989,HSBC Mutual Fund - HSBC Global Emerging Markets Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF336L01438<br><br>ISIN Div Reinvestment: INF336L01420,2018-10-03 11:01:35,2016-08-26,2018-09-28
108144,SBI Mutual Fund - SBI TAX ADVANTAGE FUND - SERIES I - DIVIDEND,ISIN Div Payout/ ISIN Growth: INF200K01IK8,2017-12-27 20:01:33,2016-08-30,2017-12-14
108145,SBI Mutual Fund - SBI TAX ADVANTAGE FUND - SERIES I - GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01IJ0,2017-12-27 20:01:33,2016-08-30,2017-12-14
108166,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Pure Value Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF209K01LE6<br><br>ISIN Div Reinvestment: INF209K01LG1,2018-10-03 11:01:23,2016-08-30,2018-10-01
108167,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Pure Value Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF209K01LF3,2018-10-03 11:01:23,2016-08-30,2018-10-01
108202,DSP Mutual Fund - DSP  Natural Resources And New Energy Fund - Regular - Growth,ISIN Div Payout/ ISIN Growth: INF740K01060,2018-10-03 11:01:21,2016-08-29,2018-10-01
108203,DSP Mutual Fund - DSP  Natural Resources And New Energy Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01045<br><br>ISIN Div Reinvestment: INF740K01052,2018-10-03 11:01:21,2016-08-29,2018-10-01
108220,HSBC Mutual Fund - HSBC Flexi Debt Fund-Regular. Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF336L01602<br><br>ISIN Div Reinvestment: INF336L01594,2018-10-03 11:00:57,2016-08-30,2018-10-01
108231,UTI Mutual Fund - UTI-Long Term Advantage Fund Series -II - Growth Option,This dataset has no description.,2017-12-27 20:01:33,2016-08-30,2017-12-14
108232,UTI Mutual Fund - UTI-Long Term Advantage Fund Series-II - Dividend Option,This dataset has no description.,2017-12-27 20:01:33,2016-08-30,2017-12-14
108249,Reliance Mutual Fund - Reliance Quant Fund -Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01760,2018-10-03 11:01:22,2016-08-30,2018-10-01
108252,Reliance Mutual Fund - Reliance Quant Fund -Dividend Plan,ISIN Div Payout/ ISIN Growth: INF204K01745<br><br>ISIN Div Reinvestment: INF204K01752,2018-10-03 11:01:22,2016-08-30,2018-10-01
108253,HSBC Mutual Fund - HSBC Income Fund - Short Term - Inst. Plus - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF336L01941<br><br>ISIN Div Reinvestment: INF336L01933,2018-05-24 11:01:13,2013-05-10,2013-05-10
108254,HSBC Mutual Fund - HSBC Income Fund - Short Term - Inst. Plus - Weekly Dividend,ISIN Div Reinvestment: INF336L01958,2018-05-24 11:01:13,2016-08-30,2016-11-28
108258,Reliance Mutual Fund - Reliance Quant Fund -Growth Plan -Bonus Option,ISIN Div Payout/ ISIN Growth: INF204K01737,2018-10-03 11:01:22,2016-08-30,2018-10-01
108272,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF209K01LX6<br><br>ISIN Div Reinvestment: INF209KA11Z3,2018-10-03 11:00:53,2016-08-30,2018-10-01
108273,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF209K01LV0,2018-10-03 11:00:53,2016-08-30,2018-10-01
108274,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF209K01LN7,2018-10-03 11:00:53,2016-08-30,2018-10-01
108305,Sundaram Mutual Fund - Sundaram Select Focus-Inst Growth,ISIN Div Payout/ ISIN Growth: INF903J01140,2018-10-03 11:01:17,2016-08-30,2018-10-01
108320,Sahara Mutual Fund - Sahara Power & Natural Resources Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF515L01445<br><br>ISIN Div Reinvestment: INF515L01452,2018-10-03 11:01:25,2016-08-30,2018-10-01
108321,Sahara Mutual Fund - Sahara Power & Natural resources Fund- Growth Option,ISIN Div Payout/ ISIN Growth: INF515L01460,2018-10-03 11:01:25,2016-08-30,2018-10-01
108363,HSBC Mutual Fund - HSBC Income Fund - Short Term - Inst. Plus - Growth,ISIN Div Payout/ ISIN Growth: INF336L01925,2018-05-24 11:01:13,2016-08-30,2017-04-27
108372,Kotak Mahindra Mutual Fund - Kotak Flexi Debt - Regular Plan- Weekly Dividend,ISIN Div Reinvestment: INF174K01EX7,2018-10-03 11:01:32,2016-08-30,2016-10-21
108377,Invesco Mutual Fund - Invesco India Financial Services Fund - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF205K01171<br><br>ISIN Div Reinvestment: INF205K01163,2018-10-03 11:01:21,2016-08-30,2018-10-01
108378,Invesco Mutual Fund - Invesco India Financial Services Fund - Retail Growth,ISIN Div Payout/ ISIN Growth: INF205K01155,2018-10-03 11:01:21,2016-08-30,2018-10-01
108402,Taurus Mutual Fund - Taurus Tax Shield- Regular Plan -Dividend Option,ISIN Div Payout/ ISIN Growth: INF044D01997,2018-10-03 11:01:16,2016-08-30,2018-10-01
108403,Taurus Mutual Fund - Taurus Largecap Equity Fund- Regular Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF044D01740<br><br>ISIN Div Reinvestment: INF044D01757,2018-10-03 11:01:19,2016-08-30,2018-10-01
108408,LIC Mutual Fund - LIC MF Interval Fund Quarterly Plan-Series 1-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01238<br><br>ISIN Div Reinvestment: INF767K01246,2017-12-27 20:01:33,2016-08-30,2017-11-28
108410,Reliance Mutual Fund - R * Shares Banking ETF -Dividend Payout Option,ISIN Div Payout/ ISIN Growth: INF733I01028,2016-11-04 20:03:34,2016-08-30,2016-11-04
108411,LIC Mutual Fund - LIC MF Interval Fund Quarterly Plan-Series 1-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01253,2017-12-27 20:01:33,2016-08-30,2017-11-28
108416,LIC Mutual Fund - LIC MF Interval Fund Monthly Plan-Series 1-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01295<br><br>ISIN Div Reinvestment: INF767K01303,2017-12-27 20:01:33,2016-08-30,2017-11-27
108417,LIC Mutual Fund - LIC MF Interval Fund Monthly Plan-Series 1-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01311,2017-12-27 20:01:32,2016-08-30,2017-11-27
108438,LIC Mutual Fund - LIC MF Interval Fund Annual Plan-Series 1-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01329<br><br>ISIN Div Reinvestment: INF767K01337,2017-12-27 20:01:32,2016-08-30,2017-11-30
108439,LIC Mutual Fund - LIC MF Interval Fund Annual Plan-Series 1-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01345,2017-12-27 20:01:32,2016-08-30,2017-11-30
108465,ICICI Prudential Mutual Fund - ICICI Prudential Bluechip Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EP9<br><br>ISIN Div Reinvestment: INF109K01BM2,2018-10-03 11:01:18,2016-08-30,2018-10-01
108466,ICICI Prudential Mutual Fund - ICICI Prudential Bluechip Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01BL4,2018-10-03 11:01:18,2016-08-30,2018-10-01
108467,ICICI Prudential Mutual Fund - ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ISIN Div Payout/ ISIN Growth: INF109K01BN0,2018-10-03 11:01:18,2016-08-30,2018-10-01
