code,name,description,refreshed_at,from_date,to_date
100033,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,ISIN Div Payout/ ISIN Growth: INF209K01165,2018-10-03 11:01:17,2016-08-30,2018-10-01
100034,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Equity Advantage Fund -Regular Dividend,ISIN Div Payout/ ISIN Growth: INF209K01157<br><br>ISIN Div Reinvestment: INF209K01CE5,2018-10-03 11:01:17,2016-08-30,2018-10-01
100037,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Income Fund - Quarterly Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01587<br><br>ISIN Div Reinvestment: INF209K01CY3,2018-10-03 11:01:08,2016-08-30,2018-10-01
100038,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Income Fund - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01579,2018-10-03 11:01:08,2016-08-30,2018-10-01
100041,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund - Institutional Dividend,ISIN Div Reinvestment: INF209K01KN9,2018-10-03 11:01:00,2016-08-30,2018-10-02
100042,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund-Retail (Growth),ISIN Div Payout/ ISIN Growth: INF209K01ME4,2018-10-03 11:01:00,2016-08-30,2018-10-02
100043,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund-Institutional (Growth),ISIN Div Payout/ ISIN Growth: INF209K01RT1,2018-10-03 11:01:00,2016-08-30,2018-10-02
100044,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund-Retail (Dividend),ISIN Div Reinvestment: INF209K01KP4,2018-10-03 11:01:00,2016-08-30,2018-10-02
100046,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund - Daily Dividend,ISIN Div Payout/ ISIN Growth: INF209K01KQ2<br><br>ISIN Div Reinvestment: INF209K01SQ5,2018-10-03 11:01:00,2016-08-30,2018-10-02
100047,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund - Growth,ISIN Div Payout/ ISIN Growth: INF209K01RU9,2018-10-03 11:01:00,2016-08-30,2018-10-02
100048,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund-Institutional -  Weekly Dividend,ISIN Div Payout/ ISIN Growth: INF209K01KX8<br><br>ISIN Div Reinvestment: INF209K01KY6,2018-10-03 11:01:00,2016-08-30,2018-10-02
100049,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Cash Plus-Institutional - Fortnightly Dividend,This dataset has no description.,2017-12-06 20:01:29,2011-02-11,2011-02-11
100051,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Liquid Fund - Weekly Dividend,ISIN Div Payout/ ISIN Growth: INF209K01KU4<br><br>ISIN Div Reinvestment: INF209K01KV2,2018-10-03 11:01:00,2016-08-30,2018-10-02
100052,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Cash Plus-Institutional Premium - Fortnightly Dividend,This dataset has no description.,2017-12-06 20:01:29,2011-02-16,2011-02-16
100053,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Cash Plus-Institutional Premium Plan-Monthly Dividend,This dataset has no description.,2017-12-06 20:01:29,2011-02-15,2011-02-15
100054,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gilt Plus - Liquid Plan - Quarterly Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AB5,2017-12-27 20:00:59,2015-12-11,2015-12-11
100055,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gilt Plus - Liquid Plan - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AA7,2017-12-27 20:00:59,2015-12-11,2015-12-11
100056,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gilt Plus - Liquid Plan - Annual Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01991<br><br>ISIN Div Reinvestment: INF209K01DM6,2017-12-27 20:00:59,2015-12-11,2015-12-11
100057,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Government Securities Fund - Quarterly Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AF6<br><br>ISIN Div Reinvestment: INF209K01DP9,2018-10-03 11:00:59,2016-08-30,2018-10-01
100058,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AC3<br><br>ISIN Div Reinvestment: INF209K01AD1,2018-10-03 11:00:59,2016-08-30,2018-10-01
100059,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gilt Plus-PF Plan (Annual Dividend),ISIN Div Reinvestment: INF209K01DO2,2018-10-03 11:00:59,2013-02-22,2013-02-22
100060,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Constant Maturity 10 Year Gilt Fund - Quarterly Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AI0<br><br>ISIN Div Reinvestment: INF209K01DR5,2018-09-10 20:00:55,2016-08-30,2018-06-01
100061,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Constant Maturity 10 Year Gilt Fund - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01AH2,2018-09-10 20:00:55,2016-08-30,2018-06-01
100062,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gilt Plus-Regular Plan (Annual Dividend),ISIN Div Reinvestment: INF209K01DQ7,2018-10-03 11:00:59,2011-02-11,2011-02-11
100063,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life MNC Fund - Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01314<br><br>ISIN Div Reinvestment: INF209K01CL0,2018-10-03 11:01:21,2016-08-30,2018-10-01
100064,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01322,2018-10-03 11:01:21,2016-08-30,2018-10-01
100065,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life India Opportunities Fund - Dividend - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01280<br><br>ISIN Div Reinvestment: INF209K01CK2,2018-09-10 20:01:18,2016-08-30,2018-06-01
100066,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life India Opportunities Fund - Growth - Regular Plan,ISIN Div Payout/ ISIN Growth: INF209K01298,2018-09-10 20:01:18,2016-08-30,2018-06-01
100067,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Tax Plan - Regular Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF209K01330<br><br>ISIN Div Reinvestment: INF209K01CM8,2018-10-03 11:01:15,2016-08-30,2018-10-01
100068,Baroda Pioneer Mutual Fund - BARODA PIONEER ELSS 96 - Plan A - Dividend,ISIN Div Payout/ ISIN Growth: INF955L01641,2018-10-03 11:01:15,2016-08-30,2018-10-01
100077,DSP Mutual Fund - DSP  Bond Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01565<br><br>ISIN Div Reinvestment: INF740K01995,2018-10-03 11:01:07,2016-08-30,2018-10-01
100078,DSP Mutual Fund - DSP  Bond Fund - Growth,ISIN Div Payout/ ISIN Growth: INF740K01557,2018-10-03 11:01:07,2016-08-30,2018-10-01
100079,DSP Mutual Fund - DSP  Bond Fund - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF740K01573<br><br>ISIN Div Reinvestment: INF740K01AA1,2018-10-03 11:01:07,2016-08-30,2018-10-01
100080,DSP Mutual Fund - DSP  Equity Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01011<br><br>ISIN Div Reinvestment: INF740K01029,2018-10-03 11:01:19,2016-08-30,2018-10-01
100081,DSP Mutual Fund - DSP  Equity & Bond Fund- Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01318,2018-10-03 11:01:25,2016-08-30,2018-10-01
100082,DSP Mutual Fund - DSP  Equity & Bond Fund- Regular Plan -Dividend,ISIN Div Payout/ ISIN Growth: INF740K01326<br><br>ISIN Div Reinvestment: INF740K01334,2018-10-03 11:01:25,2016-08-30,2018-10-01
100084,DSP Mutual Fund - DSP  Government Securities Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01615,2018-10-03 11:00:59,2016-08-30,2018-10-01
100085,DSP Mutual Fund - DSP  Government Securities Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01607<br><br>ISIN Div Reinvestment: INF740K01AD5,2018-10-03 11:00:59,2016-08-30,2018-10-01
100086,DSP Mutual Fund - DSP  Government Securities Fund - Regular Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF740K01623<br><br>ISIN Div Reinvestment: INF740K01AE3,2018-10-03 11:00:59,2016-08-30,2018-10-01
100087,DSP Mutual Fund - DSP  Savings Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01714,2018-10-03 11:01:09,2016-08-30,2018-10-01
100088,DSP Mutual Fund - DSP  Savings Fund - Regular Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF740K01706<br><br>ISIN Div Reinvestment: INF740K01AJ2,2018-10-03 11:01:09,2016-08-30,2018-10-01
100089,DSP Mutual Fund - DSP  Savings Fund - Regular Plan - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF740K01722<br><br>ISIN Div Reinvestment: INF740K01AK0,2018-10-03 11:01:09,2016-08-30,2018-10-01
100090,DSP BlackRock Mutual Fund - DSP BlackRock Technology.com   Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01219,2017-10-09 20:01:15,2016-08-30,2017-07-28
100119,HDFC Mutual Fund - HDFC Balance Advantage Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF179K01830,2018-10-03 11:01:27,2016-08-30,2018-10-01
100120,HDFC Mutual Fund - HDFC Balance Advantage Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF179K01814<br><br>ISIN Div Reinvestment: INF179K01822,2018-10-03 11:01:27,2016-08-30,2018-10-01
100121,HDFC Mutual Fund - HDFC Balanced Fund - Dividend Option,ISIN Div Payout/ ISIN Growth: INF179K01376<br><br>ISIN Div Reinvestment: INF179K01384,2018-06-04 11:00:34,2016-08-30,2018-06-01
100122,HDFC Mutual Fund - HDFC Balanced Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF179K01392,2018-06-04 11:00:34,2016-08-30,2018-06-01
100123,HDFC Mutual Fund - HDFC Income Fund- Quarterly Dividend Option,ISIN Div Payout/ ISIN Growth: INF179K01947<br><br>ISIN Div Reinvestment: INF179K01954,2018-10-03 11:01:08,2016-08-30,2018-10-01
100124,HDFC Mutual Fund - HDFC Income Fund-Growth,ISIN Div Payout/ ISIN Growth: INF179K01962,2018-10-03 11:01:08,2016-08-30,2018-10-01
100152,PRINCIPAL Mutual Fund - Principal Nifty 100 Equal Weight Fund-Dividend,ISIN Div Payout/ ISIN Growth: INF173K01AH0<br><br>ISIN Div Reinvestment: INF173K01AI8,2018-10-03 11:01:35,2016-08-30,2018-10-01
100153,PRINCIPAL Mutual Fund - Principal Nifty 100 Equal Weight Fund-Growth,ISIN Div Payout/ ISIN Growth: INF173K01AG2,2018-10-03 11:01:35,2016-08-30,2018-10-01
100156,PRINCIPAL Mutual Fund - Principal Tax Savings Fund,ISIN Div Payout/ ISIN Growth: INF173K01361,2018-10-03 11:01:16,2016-08-30,2018-10-01
100171,Quant Mutual Fund - Quant Income Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF966L01077<br><br>ISIN Div Reinvestment: INF966L01085,2018-10-03 11:00:58,2016-08-30,2018-10-01
100172,Quant Mutual Fund - Quant Income Plan-Growth,ISIN Div Payout/ ISIN Growth: INF966L01093,2018-10-03 11:00:58,2016-08-30,2018-10-01
100173,Quant Mutual Fund - Quant Income Plan-Bonus,ISIN Div Payout/ ISIN Growth: INF966L01101,2018-10-03 11:00:58,2016-08-30,2018-10-01
100174,Quant Mutual Fund - Quant Tax Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF966L01119<br><br>ISIN Div Reinvestment: INF966L01127,2018-10-03 11:01:16,2016-08-30,2018-10-01
100175,Quant Mutual Fund - Quant Tax Plan-Growth,ISIN Div Payout/ ISIN Growth: INF966L01135,2018-10-03 11:01:16,2016-08-30,2018-10-01
100176,Quant Mutual Fund - Quant Income Bond-Dividend,ISIN Div Payout/ ISIN Growth: INF966L01036<br><br>ISIN Div Reinvestment: INF966L01044,2018-10-03 11:00:58,2016-08-30,2018-10-01
100177,Quant Mutual Fund - Quant Income Bond-Growth,ISIN Div Payout/ ISIN Growth: INF966L01051,2018-10-03 11:00:58,2016-08-30,2018-10-01
100218,JM Financial Mutual Fund - JM Large Cap Fund-Dividend,ISIN Div Payout/ ISIN Growth: INF192K01585<br><br>ISIN Div Reinvestment: INF192K01593,2018-10-03 11:01:18,2016-08-30,2018-10-01
100219,JM Financial Mutual Fund - JM Large Cap Fund-Growth,ISIN Div Payout/ ISIN Growth: INF192K01601,2018-10-03 11:01:18,2016-08-30,2018-10-01
100220,JM Financial Mutual Fund - JM Equity Hybrid Fund-Dividend,ISIN Div Payout/ ISIN Growth: INF192K01528<br><br>ISIN Div Reinvestment: INF192K01536,2018-10-03 11:01:26,2016-08-30,2018-10-01
100221,JM Financial Mutual Fund - JM Equity Hybrid Fund-Growth,ISIN Div Payout/ ISIN Growth: INF192K01544,2018-10-03 11:01:26,2016-08-30,2018-10-01
100222,JM Financial Mutual Fund - JM Income Fund - Quarerly Dividend Option,ISIN Div Payout/ ISIN Growth: INF192K01999<br><br>ISIN Div Reinvestment: INF192K01AA5,2018-10-03 11:01:08,2016-08-30,2018-10-01
100223,JM Financial Mutual Fund - JM Income Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF192K01AB3,2018-10-03 11:01:09,2016-08-30,2018-10-01
100233,JM Financial Mutual Fund - JM Liquid Fund - Weekly Dividend Option,ISIN Div Payout/ ISIN Growth: INF192K01841<br><br>ISIN Div Reinvestment: INF192K01858,2018-10-03 11:01:03,2016-08-30,2018-10-02
100234,JM Financial Mutual Fund - JM Liquid Fund-Growth,ISIN Div Payout/ ISIN Growth: INF192K01882,2018-10-03 11:01:03,2016-08-30,2018-10-02
100237,JM Financial Mutual Fund - JM High Liquidity Fund-- Institutional Plan - Growth,ISIN Div Payout/ ISIN Growth: INF192K01940,2018-10-03 11:01:03,2015-03-18,2015-03-18
100238,JM Financial Mutual Fund - JM High Liquidity Fund-Institutional Plan - Daily Dividend,ISIN Div Reinvestment: INF192K01916,2018-10-03 11:01:03,2016-08-01,2016-08-01
100241,JM Financial Mutual Fund - JM High Liquidity Fund-- Institutional Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF192K01924<br><br>ISIN Div Reinvestment: INF192K01932,2018-10-03 11:01:03,2013-07-17,2013-07-17
100244,JM Financial Mutual Fund - JM Liquid Fund-- Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF192K01866<br><br>ISIN Div Reinvestment: INF192K01874,2018-10-03 11:01:03,2016-08-30,2018-10-02
100245,JM Financial Mutual Fund - JM High Liquidity Fund-Super Institutional Plan- Daily Dividend,ISIN Div Reinvestment: INF192K01957,2018-10-03 11:01:03,2013-03-14,2013-03-14
100246,JM Financial Mutual Fund - JM High Liquidity Fund-Super Institutional Plan- Weekly  Dividend,ISIN Div Payout/ ISIN Growth: INF192K01965<br><br>ISIN Div Reinvestment: INF192K01973,2018-10-03 11:01:03,2013-08-11,2013-08-11
100247,JM Financial Mutual Fund - JM Liquid Fund-Super Institutional Plan- Growth,ISIN Div Payout/ ISIN Growth: INF192K01981,2018-10-03 11:01:03,2016-08-30,2018-10-02
100249,JM Financial Mutual Fund - JM G-Sec Fund - Quarterly Dividend Option,ISIN Div Payout/ ISIN Growth: INF192K01783<br><br>ISIN Div Reinvestment: INF192K01791,2018-10-03 11:01:00,2016-08-30,2018-10-01
100250,JM Financial Mutual Fund - JM G-Sec Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF192K01809,2018-10-03 11:01:00,2016-08-30,2018-10-01
100253,JM Financial Mutual Fund - JM G-Sec Fund - Bonus Option - Principal Units,ISIN Div Payout/ ISIN Growth: INF192K01817,2018-10-03 11:01:00,2016-08-30,2018-10-01
100254,JM Financial Mutual Fund - JM Value Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF137A01037,2018-10-03 11:01:23,2016-08-30,2018-10-01
100264,Kotak Mahindra Mutual Fund - Kotak Gilt-Investment Regular-Dividend,ISIN Div Payout/ ISIN Growth: INF174K01FK1<br><br>ISIN Div Reinvestment: INF174K01FJ3,2018-10-03 11:01:24,2016-08-30,2018-10-01
100265,Kotak Mahindra Mutual Fund - Kotak Gilt-Investment Regular-Growth,ISIN Div Payout/ ISIN Growth: INF174K01FI5,2018-10-03 11:01:24,2016-08-30,2018-10-01
100280,Kotak Mahindra Mutual Fund - Kotak Gilt-Investment  Provident Fund and Trust-Dividend,ISIN Div Payout/ ISIN Growth: INF174K01FM7,2018-10-03 11:01:24,2016-08-30,2018-10-01
100281,Kotak Mahindra Mutual Fund - Kotak Gilt-Investment  Provident Fund and Trust-Growth,ISIN Div Payout/ ISIN Growth: INF174K01FL9,2018-10-03 11:01:24,2016-08-30,2018-10-01
100286,Kotak Mahindra Mutual Fund - Kotak Equity Hybrid - Dividend,ISIN Div Payout/ ISIN Growth: INF174K01450<br><br>ISIN Div Reinvestment: INF174K01443,2018-10-03 11:01:26,2016-08-30,2018-10-01
100291,Kotak Mahindra Mutual Fund - Kotak Bond-Deposit-Dividend,ISIN Div Payout/ ISIN Growth: INF174K01EK4<br><br>ISIN Div Reinvestment: INF174K01EL2,2018-10-03 11:01:31,2016-08-30,2016-10-21
100292,Kotak Mahindra Mutual Fund - Kotak Bond-Deposit-Growth,ISIN Div Payout/ ISIN Growth: INF174K01EJ6,2018-10-03 11:01:31,2016-08-30,2016-10-21
100298,Kotak Mahindra Mutual Fund - Kotak Bond Regular Plan Quaterly Dividend,ISIN Div Payout/ ISIN Growth: INF174K01EO6<br><br>ISIN Div Reinvestment: INF174K01EN8,2018-10-03 11:01:31,2016-08-30,2018-10-01
100299,Kotak Mahindra Mutual Fund - Kotak Bond Regular Plan Growth,ISIN Div Payout/ ISIN Growth: INF174K01EM0,2018-10-03 11:01:31,2016-08-30,2018-10-01
100300,Kotak Mahindra Mutual Fund - Kotak Bond Regular Plan Annual Dividend,ISIN Div Payout/ ISIN Growth: INF174K01EQ1<br><br>ISIN Div Reinvestment: INF174K01EP3,2018-10-03 11:01:31,2016-08-30,2018-10-01
100301,Kotak Mahindra Mutual Fund - Kotak Bond Regular Plan Bonus Plan,ISIN Div Payout/ ISIN Growth: INF174K01ER9,2018-10-03 11:01:31,2016-08-30,2016-10-21
100312,LIC Mutual Fund - LIC MF Multicap Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01063<br><br>ISIN Div Reinvestment: INF767K01055,2018-10-03 11:01:20,2016-08-30,2018-10-01
100313,LIC Mutual Fund - LIC MF Multicap Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01071,2018-10-03 11:01:20,2016-08-30,2018-10-01
100314,LIC Mutual Fund - LIC MF Bond Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01907<br><br>ISIN Div Reinvestment: INF767K01915,2018-10-03 11:01:09,2016-08-30,2018-10-01
100315,LIC Mutual Fund - LIC MF Bond Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01923,2018-10-03 11:01:09,2016-08-30,2018-10-01
100316,LIC Mutual Fund - LIC MF Government Securities Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01683<br><br>ISIN Div Reinvestment: INF767K01691,2018-10-03 11:01:00,2016-08-30,2018-10-01
100317,LIC Mutual Fund - LIC MF Government Securities Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01709,2018-10-03 11:01:00,2016-08-30,2018-10-01
100318,LIC Mutual Fund - LIC MF Government Securities Fund-PF Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01717<br><br>ISIN Div Reinvestment: INF767K01725,2018-10-03 11:01:00,2016-08-30,2018-10-01
100319,LIC Mutual Fund - LIC MF Government Securities Fund-PF Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01733,2018-10-03 11:01:00,2016-08-30,2018-10-01
100321,LIC Mutual Fund - LIC MF Equity Hybrid Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01022<br><br>ISIN Div Reinvestment: INF767K01014,2018-10-03 11:01:26,2016-08-30,2018-10-01
100323,LIC Mutual Fund - LIC MF Equity Hybrid Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01030,2018-10-03 11:01:26,2016-08-30,2018-10-01
100325,LIC Mutual Fund - LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-Dividend Reinvestment,ISIN Div Reinvestment: INF767K01964,2018-10-03 11:01:15,2016-08-30,2018-10-01
100332,LIC Mutual Fund - LIC MF Large Cap Fund-Regular Plan-Dividend,ISIN Div Payout/ ISIN Growth: INF767K01097<br><br>ISIN Div Reinvestment: INF767K01089,2018-10-03 11:01:18,2016-08-30,2018-10-01
100337,Sahara Mutual Fund - SaharaTax Gain-Dividend,ISIN Div Payout/ ISIN Growth: INF515L01189<br><br>ISIN Div Reinvestment: INF515L01197,2018-10-03 11:01:15,2016-08-30,2018-10-01
100338,Sahara Mutual Fund - SaharaTax Gain-Growth,ISIN Div Payout/ ISIN Growth: INF515L01205,2018-10-03 11:01:15,2016-08-30,2018-10-01
100348,ICICI Prudential Mutual Fund - ICICI Prudential Large & Mid Cap Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EQ7<br><br>ISIN Div Reinvestment: INF109K01449,2018-10-03 11:01:17,2016-08-30,2018-10-01
100349,ICICI Prudential Mutual Fund - ICICI Prudential Large & Mid Cap Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01431,2018-10-03 11:01:17,2016-08-30,2018-10-01
100351,ICICI Prudential Mutual Fund - ICICI Prudential FMCG Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EO2<br><br>ISIN Div Reinvestment: INF109K01423,2018-10-03 11:01:21,2016-08-30,2018-10-01
100352,ICICI Prudential Mutual Fund - ICICI Prudential FMCG Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01415,2018-10-03 11:01:21,2016-08-30,2018-10-01
100353,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Equity Fund (Tax Saving)- Dividend,ISIN Div Payout/ ISIN Growth: INF109K01FN1<br><br>ISIN Div Reinvestment: INF109K01472,2018-10-03 11:01:16,2016-08-30,2018-10-01
100354,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth,ISIN Div Payout/ ISIN Growth: INF109K01464,2018-10-03 11:01:16,2016-08-30,2018-10-01
100355,ICICI Prudential Mutual Fund - ICICI Prudential Equity & Debt Fund - Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01DX5<br><br>ISIN Div Reinvestment: INF109K01498,2018-10-03 11:01:25,2016-08-30,2018-10-01
100356,ICICI Prudential Mutual Fund - ICICI Prudential Equity & Debt Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01480,2018-10-03 11:01:25,2016-08-30,2018-10-01
100357,ICICI Prudential Mutual Fund - ICICI Prudential Liquid Fund -Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01UU5<br><br>ISIN Div Reinvestment: INF109K01UT7,2018-10-03 11:01:02,2016-08-30,2018-10-02
100359,ICICI Prudential Mutual Fund - ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,ISIN Div Payout/ ISIN Growth: INF109K01VJ6,2018-10-03 11:01:02,2016-08-30,2018-10-02
100363,ICICI Prudential Mutual Fund - ICICI Prudential Technology Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01506,2018-10-03 11:01:21,2016-08-30,2018-10-01
100364,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Bond Fund - Half Yearly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EX3<br><br>ISIN Div Reinvestment: INF109K01357,2018-10-03 11:01:04,2016-08-30,2018-10-01
100365,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Bond Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01365,2018-10-03 11:01:04,2016-08-30,2018-10-01
100366,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EY1<br><br>ISIN Div Reinvestment: INF109K01381,2018-10-03 11:01:04,2016-08-30,2018-10-01
100367,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Bond Fund - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01EZ8<br><br>ISIN Div Reinvestment: INF109K01399,2018-10-03 11:01:04,2016-08-30,2018-10-01
100368,ICICI Prudential Mutual Fund - ICICI Prudential Gilt Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF109K01JQ6<br><br>ISIN Div Reinvestment: INF109K01JP8,2018-10-03 11:00:59,2016-08-30,2018-10-01
100369,ICICI Prudential Mutual Fund - ICICI Prudential Gilt Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01JR4,2018-10-03 11:00:59,2016-08-30,2018-10-01
100370,ICICI Prudential Mutual Fund - ICICI Prudential Short Term Gilt Fund - Dividend,ISIN Div Payout/ ISIN Growth: INF109K01JW4<br><br>ISIN Div Reinvestment: INF109K01JV6,2018-10-03 11:00:59,2016-08-30,2018-05-25
100371,ICICI Prudential Mutual Fund - ICICI Prudential Short Term Gilt Fund - Growth,ISIN Div Payout/ ISIN Growth: INF109K01JX2,2018-10-03 11:00:59,2016-08-30,2018-05-25
100372,ICICI Prudential Mutual Fund - ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01JZ7<br><br>ISIN Div Reinvestment: INF109K01JY0,2018-10-03 11:00:59,2016-08-30,2018-05-25
100375,Reliance Mutual Fund - Reliance Growth Fund-Dividend Plan-(D),ISIN Div Payout/ ISIN Growth: INF204K01299<br><br>ISIN Div Reinvestment: INF204K01307,2018-10-03 11:01:19,2016-08-30,2018-10-01
100376,Reliance Mutual Fund - Reliance Growth Fund-Growth Plan-Bonus Option,ISIN Div Payout/ ISIN Growth: INF204K01315,2018-10-03 11:01:19,2016-08-30,2018-10-01
100377,Reliance Mutual Fund - Reliance Growth Fund-Growth Plan-Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01323,2018-10-03 11:01:19,2016-08-30,2018-10-01
100378,Reliance Mutual Fund - Reliance Vision Fund-DIVIDEND PLAN-D,ISIN Div Payout/ ISIN Growth: INF204K01372<br><br>ISIN Div Reinvestment: INF204K01380,2018-10-03 11:01:17,2016-08-30,2018-10-01
100379,Reliance Mutual Fund - Reliance Vision Fund-GROWTH PLAN-Bonus Option,ISIN Div Payout/ ISIN Growth: INF204K01398,2018-10-03 11:01:17,2016-08-30,2018-10-01
100380,Reliance Mutual Fund - Reliance Vision Fund-GROWTH PLAN-Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01406,2018-10-03 11:01:17,2016-08-30,2018-10-01
